"","Year","Country","Subject","Gender","Performers","ESCS","Average","GenderESCS"
"1",2015,"Albania","Science","0","0","0",427.224982696589,"General"
"2",2015,"Algeria","Science","0","0","0",375.745102099554,"General"
"3",2015,"Australia","Science","0","0","0",509.993854172698,"General"
"4",2015,"Austria","Science","0","0","0",495.037486507838,"General"
"5",2015,"Belgium","Science","0","0","0",501.999713697555,"General"
"6",2015,"Brazil","Science","0","0","0",400.682103136907,"General"
"7",2015,"Bulgaria","Science","0","0","0",445.771957840444,"General"
"8",2015,"Canada","Science","0","0","0",527.704684316973,"General"
"9",2015,"Chile","Science","0","0","0",446.956066377907,"General"
"10",2015,"Chinese Taipei","Science","0","0","0",532.347454577061,"General"
"11",2015,"Colombia","Science","0","0","0",415.728760636962,"General"
"12",2015,"Costa Rica","Science","0","0","0",419.608033142907,"General"
"13",2015,"Croatia","Science","0","0","0",475.391176801643,"General"
"14",2015,"Czech Republic","Science","0","0","0",492.830048277688,"General"
"15",2015,"Denmark","Science","0","0","0",501.936886995604,"General"
"16",2015,"Dominican Republic","Science","0","0","0",331.638827212126,"General"
"17",2015,"Estonia","Science","0","0","0",534.193742103858,"General"
"18",2015,"Finland","Science","0","0","0",530.66115863919,"General"
"19",2015,"France","Science","0","0","0",494.977600300835,"General"
"20",2015,"Georgia","Science","0","0","0",411.131523946202,"General"
"21",2015,"Germany","Science","0","0","0",509.140647291889,"General"
"22",2015,"Greece","Science","0","0","0",454.828816610337,"General"
"23",2015,"Hong Kong","Science","0","0","0",523.27744775744,"General"
"24",2015,"Hungary","Science","0","0","0",476.747512394464,"General"
"25",2015,"Iceland","Science","0","0","0",473.230086087275,"General"
"26",2015,"Indonesia","Science","0","0","0",403.099744989316,"General"
"27",2015,"Ireland","Science","0","0","0",502.575115525619,"General"
"28",2015,"Israel","Science","0","0","0",466.552812143573,"General"
"29",2015,"Italy","Science","0","0","0",480.546762444985,"General"
"30",2015,"Japan","Science","0","0","0",538.394751024672,"General"
"31",2015,"Jordan","Science","0","0","0",408.669113400074,"General"
"32",2015,"Korea","Science","0","0","0",515.809911335923,"General"
"33",2015,"Kosovo","Science","0","0","0",378.442185056875,"General"
"34",2015,"Lebanon","Science","0","0","0",386.485372462649,"General"
"35",2015,"Latvia","Science","0","0","0",490.225018282252,"General"
"36",2015,"Lithuania","Science","0","0","0",475.408946556724,"General"
"37",2015,"Luxembourg","Science","0","0","0",482.80638364844,"General"
"38",2015,"Macao","Science","0","0","0",528.549600188707,"General"
"39",2015,"Malta","Science","0","0","0",464.781964653004,"General"
"40",2015,"Mexico","Science","0","0","0",415.709882957911,"General"
"41",2015,"Moldova","Science","0","0","0",427.997805666988,"General"
"42",2015,"Montenegro","Science","0","0","0",411.313648172746,"General"
"43",2015,"Netherlands","Science","0","0","0",508.574806256043,"General"
"44",2015,"New Zealand","Science","0","0","0",513.303512129503,"General"
"45",2015,"Norway","Science","0","0","0",498.481108995194,"General"
"46",2015,"Peru","Science","0","0","0",396.683648445641,"General"
"47",2015,"Poland","Science","0","0","0",501.435331918244,"General"
"48",2015,"Portugal","Science","0","0","0",501.100062142491,"General"
"49",2015,"Puerto Rico (USA)","Science","0","0","0",402.654536217595,"General"
"50",2015,"Qatar","Science","0","0","0",417.611130155385,"General"
"51",2015,"Romania","Science","0","0","0",434.88486177329,"General"
"52",2015,"Russian Federation","Science","0","0","0",486.631041159544,"General"
"53",2015,"Singapore","Science","0","0","0",555.574679942783,"General"
"54",2015,"Slovak Republic","Science","0","0","0",460.774855708725,"General"
"55",2015,"Vietnam","Science","0","0","0",524.644519309304,"General"
"56",2015,"Slovenia","Science","0","0","0",512.863578549356,"General"
"57",2015,"Spain","Science","0","0","0",492.786135942769,"General"
"58",2015,"Sweden","Science","0","0","0",493.422356313099,"General"
"59",2015,"Switzerland","Science","0","0","0",505.505815627435,"General"
"60",2015,"Thailand","Science","0","0","0",421.337325927973,"General"
"61",2015,"Trinidad and Tobago","Science","0","0","0",424.590455727197,"General"
"62",2015,"United Arab Emirates","Science","0","0","0",436.731147865214,"General"
"63",2015,"Tunisia","Science","0","0","0",386.403366651176,"General"
"64",2015,"Turkey","Science","0","0","0",425.489508938475,"General"
"65",2015,"Macedonia","Science","0","0","0",383.682387787068,"General"
"66",2015,"United Kingdom","Science","0","0","0",509.221503000962,"General"
"67",2015,"United States","Science","0","0","0",496.242434354064,"General"
"68",2015,"Uruguay","Science","0","0","0",435.362956281638,"General"
"69",2015,"B-S-J-G (China)","Science","0","0","0",517.779280953389,"General"
"70",2015,"Spain (Regions)","Science","0","0","0",494.710009191034,"General"
"71",2015,"Massachusettes (USA)","Science","0","0","0",529.374129646145,"General"
"72",2015,"North Carolina (USA)","Science","0","0","0",502.369666334981,"General"
"73",2015,"Argentina (Ciudad Autónoma de Buenos)","Science","0","0","0",475.186598359889,"General"
"74",2015,"Albania","Science","Male","0","0",414.957643298953,"Male"
"75",2015,"Algeria","Science","Male","0","0",369.035233880633,"Male"
"76",2015,"Australia","Science","Male","0","0",511.049257679928,"Male"
"77",2015,"Austria","Science","Male","0","0",504.371198198741,"Male"
"78",2015,"Belgium","Science","Male","0","0",507.780476605599,"Male"
"79",2015,"Brazil","Science","Male","0","0",402.783037605956,"Male"
"80",2015,"Bulgaria","Science","Male","0","0",438.496627916087,"Male"
"81",2015,"Canada","Science","Male","0","0",528.254765943317,"Male"
"82",2015,"Chile","Science","Male","0","0",454.218617726059,"Male"
"83",2015,"Chinese Taipei","Science","Male","0","0",534.563092306033,"Male"
"84",2015,"Colombia","Science","Male","0","0",420.965112167734,"Male"
"85",2015,"Costa Rica","Science","Male","0","0",428.665962096985,"Male"
"86",2015,"Croatia","Science","Male","0","0",478.417325175374,"Male"
"87",2015,"Czech Republic","Science","Male","0","0",497.030402983775,"Male"
"88",2015,"Denmark","Science","Male","0","0",504.942713263764,"Male"
"89",2015,"Dominican Republic","Science","Male","0","0",332.477014839244,"Male"
"90",2015,"Estonia","Science","Male","0","0",535.798590131998,"Male"
"91",2015,"Finland","Science","Male","0","0",521.479675260377,"Male"
"92",2015,"France","Science","Male","0","0",495.935280226284,"Male"
"93",2015,"Georgia","Science","Male","0","0",403.496467088747,"Male"
"94",2015,"Germany","Science","Male","0","0",514.283669385789,"Male"
"95",2015,"Greece","Science","Male","0","0",450.598394731295,"Male"
"96",2015,"Hong Kong","Science","Male","0","0",522.81718793938,"Male"
"97",2015,"Hungary","Science","Male","0","0",478.240508971013,"Male"
"98",2015,"Iceland","Science","Male","0","0",471.717661846903,"Male"
"99",2015,"Indonesia","Science","Male","0","0",401.078269483261,"Male"
"100",2015,"Ireland","Science","Male","0","0",507.702612969007,"Male"
"101",2015,"Israel","Science","Male","0","0",468.743212024097,"Male"
"102",2015,"Italy","Science","Male","0","0",489.083798644035,"Male"
"103",2015,"Japan","Science","Male","0","0",545.141486307169,"Male"
"104",2015,"Jordan","Science","Male","0","0",388.96272797774,"Male"
"105",2015,"Korea","Science","Male","0","0",511.215067205757,"Male"
"106",2015,"Kosovo","Science","Male","0","0",373.789200918649,"Male"
"107",2015,"Lebanon","Science","Male","0","0",387.565806728585,"Male"
"108",2015,"Latvia","Science","Male","0","0",484.887175602194,"Male"
"109",2015,"Lithuania","Science","Male","0","0",471.766920047583,"Male"
"110",2015,"Luxembourg","Science","Male","0","0",486.652057141898,"Male"
"111",2015,"Macao","Science","Male","0","0",524.712624267018,"Male"
"112",2015,"Malta","Science","Male","0","0",459.511715443209,"Male"
"113",2015,"Mexico","Science","Male","0","0",419.751733257132,"Male"
"114",2015,"Moldova","Science","Male","0","0",424.605830433998,"Male"
"115",2015,"Montenegro","Science","Male","0","0",408.923788631376,"Male"
"116",2015,"Netherlands","Science","Male","0","0",510.645169220235,"Male"
"117",2015,"New Zealand","Science","Male","0","0",515.849590219134,"Male"
"118",2015,"Norway","Science","Male","0","0",499.923384468694,"Male"
"119",2015,"Peru","Science","Male","0","0",401.638627485401,"Male"
"120",2015,"Poland","Science","Male","0","0",504.457610685562,"Male"
"121",2015,"Portugal","Science","Male","0","0",506.050955150854,"Male"
"122",2015,"Puerto Rico (USA)","Science","Male","0","0",397.933483783161,"Male"
"123",2015,"Qatar","Science","Male","0","0",406.3238735223,"Male"
"124",2015,"Romania","Science","Male","0","0",431.863832863883,"Male"
"125",2015,"Russian Federation","Science","Male","0","0",488.813332890554,"Male"
"126",2015,"Singapore","Science","Male","0","0",558.663728684006,"Male"
"127",2015,"Slovak Republic","Science","Male","0","0",460.360441645389,"Male"
"128",2015,"Vietnam","Science","Male","0","0",523.314074848695,"Male"
"129",2015,"Slovenia","Science","Male","0","0",510.140122918846,"Male"
"130",2015,"Spain","Science","Male","0","0",496.125123354723,"Male"
"131",2015,"Sweden","Science","Male","0","0",491.167799654823,"Male"
"132",2015,"Switzerland","Science","Male","0","0",508.449164789212,"Male"
"133",2015,"Thailand","Science","Male","0","0",416.220737061983,"Male"
"134",2015,"Trinidad and Tobago","Science","Male","0","0",414.213954639183,"Male"
"135",2015,"United Arab Emirates","Science","Male","0","0",423.771050374569,"Male"
"136",2015,"Tunisia","Science","Male","0","0",388.473979864101,"Male"
"137",2015,"Turkey","Science","Male","0","0",422.32776686411,"Male"
"138",2015,"Macedonia","Science","Male","0","0",374.069772021269,"Male"
"139",2015,"United Kingdom","Science","Male","0","0",509.590352197448,"Male"
"140",2015,"United States","Science","Male","0","0",499.617638730833,"Male"
"141",2015,"Uruguay","Science","Male","0","0",439.828513791287,"Male"
"142",2015,"B-S-J-G (China)","Science","Male","0","0",522.146347648113,"Male"
"143",2015,"Spain (Regions)","Science","Male","0","0",499.283509895059,"Male"
"144",2015,"Massachusettes (USA)","Science","Male","0","0",534.319512371958,"Male"
"145",2015,"North Carolina (USA)","Science","Male","0","0",503.113029089894,"Male"
"146",2015,"Argentina (Ciudad Autónoma de Buenos)","Science","Male","0","0",482.595163507487,"Male"
"147",2015,"Albania","Science","Female","0","0",439.442963043154,"Female"
"148",2015,"Algeria","Science","Female","0","0",383.22093906869,"Female"
"149",2015,"Australia","Science","Female","0","0",508.921647151042,"Female"
"150",2015,"Austria","Science","Female","0","0",485.526753746974,"Female"
"151",2015,"Belgium","Science","Female","0","0",496.031867141872,"Female"
"152",2015,"Brazil","Science","Female","0","0",398.699999706194,"Female"
"153",2015,"Bulgaria","Science","Female","0","0",453.901099146646,"Female"
"154",2015,"Canada","Science","Female","0","0",527.15618464942,"Female"
"155",2015,"Chile","Science","Female","0","0",439.617403967809,"Female"
"156",2015,"Chinese Taipei","Science","Female","0","0",530.082041691194,"Female"
"157",2015,"Colombia","Science","Female","0","0",411.031598513056,"Female"
"158",2015,"Costa Rica","Science","Female","0","0",410.834860732185,"Female"
"159",2015,"Croatia","Science","Female","0","0",472.586346277499,"Female"
"160",2015,"Czech Republic","Science","Female","0","0",488.398279619714,"Female"
"161",2015,"Denmark","Science","Female","0","0",498.902703960313,"Female"
"162",2015,"Dominican Republic","Science","Female","0","0",330.828992072511,"Female"
"163",2015,"Estonia","Science","Female","0","0",532.522780601834,"Female"
"164",2015,"Finland","Science","Female","0","0",540.511822115936,"Female"
"165",2015,"France","Science","Female","0","0",494.034208870636,"Female"
"166",2015,"Georgia","Science","Female","0","0",419.616412509213,"Female"
"167",2015,"Germany","Science","Female","0","0",503.812120394474,"Female"
"168",2015,"Greece","Science","Female","0","0",459.417742071302,"Female"
"169",2015,"Hong Kong","Science","Female","0","0",523.749081367181,"Female"
"170",2015,"Hungary","Science","Female","0","0",475.24839418145,"Female"
"171",2015,"Iceland","Science","Female","0","0",474.655614422792,"Female"
"172",2015,"Indonesia","Science","Female","0","0",405.128927121495,"Female"
"173",2015,"Ireland","Science","Female","0","0",497.173957533553,"Female"
"174",2015,"Israel","Science","Female","0","0",464.447671488867,"Female"
"175",2015,"Italy","Science","Female","0","0",472.118972634869,"Female"
"176",2015,"Japan","Science","Female","0","0",531.532898804874,"Female"
"177",2015,"Jordan","Science","Female","0","0",427.996710726985,"Female"
"178",2015,"Korea","Science","Female","0","0",520.832927751282,"Female"
"179",2015,"Kosovo","Science","Female","0","0",383.244178669293,"Female"
"180",2015,"Lebanon","Science","Female","0","0",385.546497305597,"Female"
"181",2015,"Latvia","Science","Female","0","0",495.579148651536,"Female"
"182",2015,"Lithuania","Science","Female","0","0",479.161818779249,"Female"
"183",2015,"Luxembourg","Science","Female","0","0",479.013109785137,"Female"
"184",2015,"Macao","Science","Female","0","0",532.415665095047,"Female"
"185",2015,"Malta","Science","Female","0","0",470.21368648461,"Female"
"186",2015,"Mexico","Science","Female","0","0",411.553579288279,"Female"
"187",2015,"Moldova","Science","Female","0","0",431.418597919232,"Female"
"188",2015,"Montenegro","Science","Female","0","0",413.813433291704,"Female"
"189",2015,"Netherlands","Science","Female","0","0",506.518091639506,"Female"
"190",2015,"New Zealand","Science","Female","0","0",510.725027739673,"Female"
"191",2015,"Norway","Science","Female","0","0",497.001380239597,"Female"
"192",2015,"Peru","Science","Female","0","0",391.680957935518,"Female"
"193",2015,"Poland","Science","Female","0","0",498.303236172939,"Female"
"194",2015,"Portugal","Science","Female","0","0",496.055221935026,"Female"
"195",2015,"Puerto Rico (USA)","Science","Female","0","0",407.385246665839,"Female"
"196",2015,"Qatar","Science","Female","0","0",429.447870724988,"Female"
"197",2015,"Romania","Science","Female","0","0",437.877478571634,"Female"
"198",2015,"Russian Federation","Science","Female","0","0",484.514284614565,"Female"
"199",2015,"Singapore","Science","Female","0","0",552.273032027544,"Female"
"200",2015,"Slovak Republic","Science","Female","0","0",461.215261273569,"Female"
"201",2015,"Vietnam","Science","Female","0","0",525.913918854641,"Female"
"202",2015,"Slovenia","Science","Female","0","0",515.773577541886,"Female"
"203",2015,"Spain","Science","Female","0","0",489.456045478868,"Female"
"204",2015,"Sweden","Science","Female","0","0",495.718307742937,"Female"
"205",2015,"Switzerland","Science","Female","0","0",502.305933605396,"Female"
"206",2015,"Thailand","Science","Female","0","0",425.251797571842,"Female"
"207",2015,"Trinidad and Tobago","Science","Female","0","0",434.707516535031,"Female"
"208",2015,"United Arab Emirates","Science","Female","0","0",449.33855873712,"Female"
"209",2015,"Tunisia","Science","Female","0","0",384.615158304978,"Female"
"210",2015,"Turkey","Science","Female","0","0",428.654772658303,"Female"
"211",2015,"Macedonia","Science","Female","0","0",394.402742543574,"Female"
"212",2015,"United Kingdom","Science","Female","0","0",508.840925615554,"Female"
"213",2015,"United States","Science","Female","0","0",492.865072436493,"Female"
"214",2015,"Uruguay","Science","Female","0","0",431.307664302705,"Female"
"215",2015,"B-S-J-G (China)","Science","Female","0","0",512.789705182487,"Female"
"216",2015,"Spain (Regions)","Science","Female","0","0",490.025621749967,"Female"
"217",2015,"Massachusettes (USA)","Science","Female","0","0",524.435763174804,"Female"
"218",2015,"North Carolina (USA)","Science","Female","0","0",501.623372743367,"Female"
"219",2015,"Argentina (Ciudad Autónoma de Buenos)","Science","Female","0","0",468.285688792914,"Female"
"220",2015,"Albania","Science","0","High","0",0.0383509108341323,"General"
"221",2015,"Algeria","Science","0","High","0",0,"General"
"222",2015,"Australia","Science","0","High","0",4.63867859600826,"General"
"223",2015,"Austria","Science","0","High","0",3.23961752533181,"General"
"224",2015,"Belgium","Science","0","High","0",3.31571857838566,"General"
"225",2015,"Brazil","Science","0","High","0",0.0907480229894992,"General"
"226",2015,"Bulgaria","Science","0","High","0",0.624156545209177,"General"
"227",2015,"Canada","Science","0","High","0",4.04327450393858,"General"
"228",2015,"Chile","Science","0","High","0",0.439529278321282,"General"
"229",2015,"Chinese Taipei","Science","0","High","0",7.03165542293721,"General"
"230",2015,"Colombia","Science","0","High","0",0.0508690122933446,"General"
"231",2015,"Costa Rica","Science","0","High","0",0.0145645208272648,"General"
"232",2015,"Croatia","Science","0","High","0",1.20502668273369,"General"
"233",2015,"Czech Republic","Science","0","High","0",4.04699738903394,"General"
"234",2015,"Denmark","Science","0","High","0",2.2622538751571,"General"
"235",2015,"Dominican Republic","Science","0","High","0",0,"General"
"236",2015,"Estonia","Science","0","High","0",6.17504922140684,"General"
"237",2015,"Finland","Science","0","High","0",6.78340700442027,"General"
"238",2015,"France","Science","0","High","0",2.7177472167649,"General"
"239",2015,"Georgia","Science","0","High","0",0.112866817155756,"General"
"240",2015,"Germany","Science","0","High","0",5.21217712177122,"General"
"241",2015,"Greece","Science","0","High","0",0.614605929139552,"General"
"242",2015,"Hong Kong","Science","0","High","0",1.94066057100205,"General"
"243",2015,"Hungary","Science","0","High","0",1.41392718275009,"General"
"244",2015,"Iceland","Science","0","High","0",0.978938000593296,"General"
"245",2015,"Indonesia","Science","0","High","0",0,"General"
"246",2015,"Ireland","Science","0","High","0",2.57794809266678,"General"
"247",2015,"Israel","Science","0","High","0",2.56138223704153,"General"
"248",2015,"Italy","Science","0","High","0",1.17413450746784,"General"
"249",2015,"Japan","Science","0","High","0",7.01068151045584,"General"
"250",2015,"Jordan","Science","0","High","0",0,"General"
"251",2015,"Korea","Science","0","High","0",4.21071492564057,"General"
"252",2015,"Kosovo","Science","0","High","0",0,"General"
"253",2015,"Lebanon","Science","0","High","0",0.065992080950286,"General"
"254",2015,"Latvia","Science","0","High","0",1.08851920312179,"General"
"255",2015,"Lithuania","Science","0","High","0",0.980842911877395,"General"
"256",2015,"Luxembourg","Science","0","High","0",2.8495942630685,"General"
"257",2015,"Macao","Science","0","High","0",2.99374441465594,"General"
"258",2015,"Malta","Science","0","High","0",3.71491469455146,"General"
"259",2015,"Mexico","Science","0","High","0",0,"General"
"260",2015,"Moldova","Science","0","High","0",0.112676056338028,"General"
"261",2015,"Montenegro","Science","0","High","0",0.0176522506619594,"General"
"262",2015,"Netherlands","Science","0","High","0",5.03249767873723,"General"
"263",2015,"New Zealand","Science","0","High","0",6.50442477876106,"General"
"264",2015,"Norway","Science","0","High","0",3.1891495601173,"General"
"265",2015,"Peru","Science","0","High","0",0,"General"
"266",2015,"Poland","Science","0","High","0",3.05940151853506,"General"
"267",2015,"Portugal","Science","0","High","0",2.23890784982935,"General"
"268",2015,"Puerto Rico (USA)","Science","0","High","0",0,"General"
"269",2015,"Qatar","Science","0","High","0",0.446908880244972,"General"
"270",2015,"Romania","Science","0","High","0",0.0205086136177194,"General"
"271",2015,"Russian Federation","Science","0","High","0",0.894632206759443,"General"
"272",2015,"Singapore","Science","0","High","0",11.9051512673753,"General"
"273",2015,"Slovak Republic","Science","0","High","0",1.10236220472441,"General"
"274",2015,"Vietnam","Science","0","High","0",3.07243391692413,"General"
"275",2015,"Slovenia","Science","0","High","0",2.90352794255386,"General"
"276",2015,"Spain","Science","0","High","0",1.39548693586698,"General"
"277",2015,"Sweden","Science","0","High","0",3.4078417002565,"General"
"278",2015,"Switzerland","Science","0","High","0",3.37883959044369,"General"
"279",2015,"Thailand","Science","0","High","0",0.157594859983028,"General"
"280",2015,"Trinidad and Tobago","Science","0","High","0",0.127877237851662,"General"
"281",2015,"United Arab Emirates","Science","0","High","0",0.92468412507941,"General"
"282",2015,"Tunisia","Science","0","High","0",0,"General"
"283",2015,"Turkey","Science","0","High","0",0.0339270568278202,"General"
"284",2015,"Macedonia","Science","0","High","0",0.0187828700225394,"General"
"285",2015,"United Kingdom","Science","0","High","0",4.00508582326764,"General"
"286",2015,"United States","Science","0","High","0",3.72899159663866,"General"
"287",2015,"Uruguay","Science","0","High","0",0.214450676344441,"General"
"288",2015,"B-S-J-G (China)","Science","0","High","0",6.7066355045219,"General"
"289",2015,"Spain (Regions)","Science","0","High","0",1.43519950510362,"General"
"290",2015,"Massachusettes (USA)","Science","0","High","0",6.96125907990315,"General"
"291",2015,"North Carolina (USA)","Science","0","High","0",3.65659777424483,"General"
"292",2015,"Argentina (Ciudad Autónoma de Buenos)","Science","0","High","0",0.301750150875075,"General"
"293",2015,"Albania","Science","0","Low","0",42.2627037392138,"General"
"294",2015,"Algeria","Science","0","Low","0",74.7599202754122,"General"
"295",2015,"Australia","Science","0","Low","0",21.410874053682,"General"
"296",2015,"Austria","Science","0","Low","0",20.1512772941344,"General"
"297",2015,"Belgium","Science","0","Low","0",18.5991089006321,"General"
"298",2015,"Brazil","Science","0","Low","0",59.6430577762413,"General"
"299",2015,"Bulgaria","Science","0","Low","0",37.3144399460189,"General"
"300",2015,"Canada","Science","0","Low","0",12.5286668660883,"General"
"301",2015,"Chile","Science","0","Low","0",28.3283709059974,"General"
"302",2015,"Chinese Taipei","Science","0","Low","0",12.5843279709393,"General"
"303",2015,"Colombia","Science","0","Low","0",45.4684188215345,"General"
"304",2015,"Costa Rica","Science","0","Low","0",47.1016603553743,"General"
"305",2015,"Croatia","Science","0","Low","0",23.8767429850232,"General"
"306",2015,"Czech Republic","Science","0","Low","0",18.6103858427618,"General"
"307",2015,"Denmark","Science","0","Low","0",21.9243122468929,"General"
"308",2015,"Dominican Republic","Science","0","Low","0",86.2658227848101,"General"
"309",2015,"Estonia","Science","0","Low","0",7.9112224807589,"General"
"310",2015,"Finland","Science","0","Low","0",10.7106426385583,"General"
"311",2015,"France","Science","0","Low","0",20.8742632612967,"General"
"312",2015,"Georgia","Science","0","Low","0",50.4890895410083,"General"
"313",2015,"Germany","Science","0","Low","0",15.8671586715867,"General"
"314",2015,"Greece","Science","0","Low","0",28.5610990600145,"General"
"315",2015,"Hong Kong","Science","0","Low","0",8.73297256950924,"General"
"316",2015,"Hungary","Science","0","Low","0",22.3753976670201,"General"
"317",2015,"Iceland","Science","0","Low","0",25.3337288638386,"General"
"318",2015,"Indonesia","Science","0","Low","0",53.8615077537233,"General"
"319",2015,"Ireland","Science","0","Low","0",14.7012715554781,"General"
"320",2015,"Israel","Science","0","Low","0",30.3122158229767,"General"
"321",2015,"Italy","Science","0","Low","0",18.2336182336182,"General"
"322",2015,"Japan","Science","0","Low","0",9.32751617270949,"General"
"323",2015,"Jordan","Science","0","Low","0",48.7684051190312,"General"
"324",2015,"Korea","Science","0","Low","0",14.0297437735173,"General"
"325",2015,"Kosovo","Science","0","Low","0",73.4977206796519,"General"
"326",2015,"Lebanon","Science","0","Low","0",62.010558732952,"General"
"327",2015,"Latvia","Science","0","Low","0",15.7732593961799,"General"
"328",2015,"Lithuania","Science","0","Low","0",27.4942528735632,"General"
"329",2015,"Luxembourg","Science","0","Low","0",25.4953764861295,"General"
"330",2015,"Macao","Science","0","Low","0",7.41733690795353,"General"
"331",2015,"Malta","Science","0","Low","0",31.095211887727,"General"
"332",2015,"Mexico","Science","0","Low","0",45.9566596194503,"General"
"333",2015,"Moldova","Science","0","Low","0",42.9295774647887,"General"
"334",2015,"Montenegro","Science","0","Low","0",52.7096204766108,"General"
"335",2015,"Netherlands","Science","0","Low","0",17.9201485608171,"General"
"336",2015,"New Zealand","Science","0","Low","0",17.146017699115,"General"
"337",2015,"Norway","Science","0","Low","0",18.2734604105572,"General"
"338",2015,"Peru","Science","0","Low","0",59.073303686702,"General"
"339",2015,"Poland","Science","0","Low","0",15.0066994193837,"General"
"340",2015,"Portugal","Science","0","Low","0",20.9419795221843,"General"
"341",2015,"Puerto Rico (USA)","Science","0","Low","0",53.862660944206,"General"
"342",2015,"Qatar","Science","0","Low","0",50.401390383183,"General"
"343",2015,"Romania","Science","0","Low","0",38.3305988515176,"General"
"344",2015,"Russian Federation","Science","0","Low","0",18.025182239894,"General"
"345",2015,"Singapore","Science","0","Low","0",10.9403107113655,"General"
"346",2015,"Slovak Republic","Science","0","Low","0",30.0314960629921,"General"
"347",2015,"Vietnam","Science","0","Low","0",4.27394438722966,"General"
"348",2015,"Slovenia","Science","0","Low","0",19.8563846394006,"General"
"349",2015,"Spain","Science","0","Low","0",16.2559382422803,"General"
"350",2015,"Sweden","Science","0","Low","0",21.2898497618175,"General"
"351",2015,"Switzerland","Science","0","Low","0",18.8737201365188,"General"
"352",2015,"Thailand","Science","0","Low","0",43.6537762152988,"General"
"353",2015,"Trinidad and Tobago","Science","0","Low","0",46.3981244671782,"General"
"354",2015,"United Arab Emirates","Science","0","Low","0",42.2884167431355,"General"
"355",2015,"Tunisia","Science","0","Low","0",67.906976744186,"General"
"356",2015,"Turkey","Science","0","Low","0",47.2603901611535,"General"
"357",2015,"Macedonia","Science","0","Low","0",66.3035311795642,"General"
"358",2015,"United Kingdom","Science","0","Low","0",18.2242000423819,"General"
"359",2015,"United States","Science","0","Low","0",20.1680672268908,"General"
"360",2015,"Uruguay","Science","0","Low","0",40.6631474760805,"General"
"361",2015,"B-S-J-G (China)","Science","0","Low","0",12.4784066659892,"General"
"362",2015,"Spain (Regions)","Science","0","Low","0",15.5706773894216,"General"
"363",2015,"Massachusettes (USA)","Science","0","Low","0",11.9249394673123,"General"
"364",2015,"North Carolina (USA)","Science","0","Low","0",17.9650238473768,"General"
"365",2015,"Argentina (Ciudad Autónoma de Buenos)","Science","0","Low","0",22.6312613156307,"General"
"366",2015,"Albania","Science","Male","High","0",0.0191754554170662,"Male"
"367",2015,"Algeria","Science","Male","High","0",0,"Male"
"368",2015,"Australia","Science","Male","High","0",2.70474879559532,"Male"
"369",2015,"Austria","Science","Male","High","0",2.32624518338804,"Male"
"370",2015,"Belgium","Science","Male","High","0",2.31064138431251,"Male"
"371",2015,"Brazil","Science","Male","High","0",0.0561773475649281,"Male"
"372",2015,"Bulgaria","Science","Male","High","0",0.404858299595142,"Male"
"373",2015,"Canada","Science","Male","High","0",2.4229733772061,"Male"
"374",2015,"Chile","Science","Male","High","0",0.311924003969942,"Male"
"375",2015,"Chinese Taipei","Science","Male","High","0",3.87908666320706,"Male"
"376",2015,"Colombia","Science","Male","High","0",0.0423908435777872,"Male"
"377",2015,"Costa Rica","Science","Male","High","0",0.0145645208272648,"Male"
"378",2015,"Croatia","Science","Male","High","0",0.7746600103288,"Male"
"379",2015,"Czech Republic","Science","Male","High","0",2.68349289237018,"Male"
"380",2015,"Denmark","Science","Male","High","0",1.50816925010473,"Male"
"381",2015,"Dominican Republic","Science","Male","High","0",0,"Male"
"382",2015,"Estonia","Science","Male","High","0",3.63343475926257,"Male"
"383",2015,"Finland","Science","Male","High","0",3.48520911254675,"Male"
"384",2015,"France","Science","Male","High","0",1.76817288801572,"Male"
"385",2015,"Georgia","Science","Male","High","0",0.0376222723852521,"Male"
"386",2015,"Germany","Science","Male","High","0",3.33640836408364,"Male"
"387",2015,"Greece","Science","Male","High","0",0.343456254519161,"Male"
"388",2015,"Hong Kong","Science","Male","High","0",1.17559246128009,"Male"
"389",2015,"Hungary","Science","Male","High","0",0.795334040296925,"Male"
"390",2015,"Iceland","Science","Male","High","0",0.711954909522397,"Male"
"391",2015,"Indonesia","Science","Male","High","0",0,"Male"
"392",2015,"Ireland","Science","Male","High","0",1.881205364919,"Male"
"393",2015,"Israel","Science","Male","High","0",1.72779630190967,"Male"
"394",2015,"Italy","Science","Male","High","0",0.794267460934128,"Male"
"395",2015,"Japan","Science","Male","High","0",4.60358056265985,"Male"
"396",2015,"Jordan","Science","Male","High","0",0,"Male"
"397",2015,"Korea","Science","Male","High","0",2.63393657050708,"Male"
"398",2015,"Kosovo","Science","Male","High","0",0,"Male"
"399",2015,"Lebanon","Science","Male","High","0",0.043994720633524,"Male"
"400",2015,"Latvia","Science","Male","High","0",0.698295337851715,"Male"
"401",2015,"Lithuania","Science","Male","High","0",0.444444444444444,"Male"
"402",2015,"Luxembourg","Science","Male","High","0",1.88714851858841,"Male"
"403",2015,"Macao","Science","Male","High","0",1.85433422698838,"Male"
"404",2015,"Malta","Science","Male","High","0",1.89873417721519,"Male"
"405",2015,"Mexico","Science","Male","High","0",0,"Male"
"406",2015,"Moldova","Science","Male","High","0",0.0938967136150235,"Male"
"407",2015,"Montenegro","Science","Male","High","0",0.0176522506619594,"Male"
"408",2015,"Netherlands","Science","Male","High","0",3.06406685236769,"Male"
